#Time(ms)	 Roll 	 Pitch 	 Yaw 	 gX 	 Gy 	 gZ 
200	 15.83	 21.63	 -97.76	 10.00	 13.00	 8.00
300	 15.74	 21.53	 -97.79	 10.00	 14.00	 8.00
400	 15.74	 21.53	 -97.79	 10.00	 14.00	 8.00
500	 13.53	 18.95	 -98.71	 10.00	 15.00	 8.00
600	 13.47	 18.87	 -98.74	 10.00	 14.00	 9.00
700	 13.47	 18.87	 -98.74	 10.00	 14.00	 9.00
800	 11.67	 16.77	 -99.40	 10.00	 14.00	 8.00
900	 11.61	 16.71	 -99.41	 9.00	 14.00	 10.00
1000	 11.61	 16.71	 -99.41	 9.00	 14.00	 10.00
1100	 10.17	 15.01	 -99.91	 9.00	 14.00	 8.00
1200	 10.12	 14.96	 -99.92	 10.00	 15.00	 7.00
1300	 10.12	 14.96	 -99.92	 10.00	 15.00	 7.00
1400	 8.97	 13.58	 -100.29	 9.00	 14.00	 9.00
1500	 8.93	 13.53	 -100.31	 10.00	 13.00	 8.00
1600	 8.93	 13.53	 -100.31	 10.00	 13.00	 8.00
1700	 8.00	 12.44	 -100.60	 9.00	 14.00	 8.00
1800	 7.97	 12.40	 -100.61	 9.00	 13.00	 9.00
1900	 7.97	 12.40	 -100.61	 9.00	 13.00	 9.00
2000	 7.22	 11.53	 -100.85	 10.00	 14.00	 9.00
2100	 7.20	 11.50	 -100.86	 11.00	 13.00	 8.00
2200	 7.20	 11.50	 -100.86	 11.00	 13.00	 8.00
2300	 6.60	 10.79	 -101.06	 10.00	 14.00	 9.00
2400	 6.58	 10.77	 -101.07	 9.00	 12.00	 9.00
2500	 6.58	 10.77	 -101.07	 9.00	 12.00	 9.00
2600	 6.10	 10.21	 -101.25	 11.00	 14.00	 8.00
2700	 6.09	 10.19	 -101.25	 9.00	 13.00	 9.00
2800	 6.09	 10.19	 -101.25	 9.00	 13.00	 9.00
2900	 5.70	 9.74	 -101.42	 9.00	 14.00	 9.00
3000	 5.70	 9.73	 -101.43	 9.00	 14.00	 8.00
3100	 5.70	 9.73	 -101.43	 9.00	 14.00	 8.00
3200	 5.40	 9.37	 -101.57	 8.00	 13.00	 8.00
3300	 5.39	 9.36	 -101.58	 9.00	 15.00	 8.00
3400	 5.39	 9.36	 -101.58	 9.00	 15.00	 8.00
3500	 5.15	 9.07	 -101.72	 9.00	 14.00	 8.00
3600	 5.14	 9.06	 -101.72	 10.00	 15.00	 8.00
3700	 5.14	 9.06	 -101.72	 10.00	 15.00	 8.00
3800	 4.95	 8.83	 -101.84	 9.00	 15.00	 9.00
3900	 4.94	 8.82	 -101.84	 10.00	 15.00	 8.00
4000	 4.94	 8.82	 -101.84	 10.00	 15.00	 8.00
4100	 4.80	 8.64	 -101.97	 11.00	 14.00	 8.00
4200	 4.79	 8.64	 -101.97	 9.00	 14.00	 8.00
4300	 4.79	 8.64	 -101.97	 9.00	 14.00	 8.00
4400	 4.67	 8.50	 -102.10	 9.00	 15.00	 8.00
4500	 4.66	 8.49	 -102.10	 9.00	 16.00	 7.00
4600	 4.66	 8.49	 -102.10	 9.00	 16.00	 7.00
4700	 4.57	 8.37	 -102.21	 9.00	 14.00	 9.00
4800	 4.56	 8.37	 -102.22	 10.00	 15.00	 8.00
4900	 4.56	 8.37	 -102.22	 10.00	 15.00	 8.00
5000	 4.48	 8.27	 -102.32	 9.00	 14.00	 8.00
