#Time(ms)	  xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 1	 1	 1	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 0.00	 0.00	 0.00	 0	 0	 0	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 0.00	 0.00	 0.00	 1	 1	 1	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 0.00	 2.37	 -0.44	 1	 1	 1	 0	 1495	 1500	 1500	 994	 0.00	 0.00	 0.00
600	 -58.85	 2.18	 -0.57	 1	 1	 1	 0	 1495	 1382	 1500	 992	 0.00	 0.00	 0.00
700	 -15.22	 1.16	 -0.07	 1	 1	 1	 0	 1497	 1469	 1500	 997	 0.00	 0.00	 0.00
800	 -7.29	 0.21	 0.07	 1	 1	 1	 0	 1499	 1485	 1500	 998	 0.00	 0.00	 0.00
900	 -1.44	 -0.13	 -0.97	 1	 1	 1	 0	 1500	 1497	 1500	 986	 0.00	 0.00	 0.00
1000	 -1.44	 1.48	 -0.72	 1	 1	 1	 0	 1497	 1497	 1500	 987	 0.00	 0.00	 0.00
1100	 -47.83	 0.73	 -0.63	 1	 1	 1	 0	 1498	 1404	 1500	 987	 0.00	 0.00	 0.00
1200	 -11.78	 0.52	 -0.50	 1	 1	 1	 0	 1498	 1476	 1500	 987	 0.00	 0.00	 0.00
1300	 0.77	 -0.90	 -2.85	 1	 1	 1	 0	 1501	 1501	 1500	 958	 0.00	 0.00	 0.00
1400	 2.48	 -1.04	 -1.81	 1	 1	 1	 0	 1502	 1504	 1500	 964	 0.00	 0.00	 0.00
1500	 6.68	 -0.48	 -1.08	 1	 1	 1	 0	 1500	 1513	 1500	 970	 0.00	 0.00	 0.00
1600	 -48.54	 -0.89	 -1.14	 1	 1	 1	 0	 1501	 1402	 1500	 967	 0.00	 0.00	 0.00
1700	 -21.19	 -1.69	 -1.99	 1	 1	 1	 0	 1503	 1457	 1500	 954	 0.00	 0.00	 0.00
1800	 -19.58	 -1.33	 -0.69	 1	 1	 1	 0	 1502	 1460	 1500	 966	 0.00	 0.00	 0.00
