#Time(ms)	  xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 0.00	 0.00	 0.00	 0	 0	 1	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 0.00	 0.00	 0.95	 1	 1	 1	 hover	 1500	 1500	 1500	 1011	 0.00	 0.00	 0.00
600	 -0.21	 0.21	 -0.34	 1	 1	 1	 hover	 1499	 1499	 1500	 997	 0.00	 0.00	 0.00
700	 3.62	 -1.94	 1.22	 1	 1	 1	 hover	 1503	 1507	 1500	 1015	 0.00	 0.00	 0.00
800	 11.17	 -0.75	 1.73	 1	 1	 1	 hover	 1501	 1522	 1500	 1024	 0.00	 0.00	 0.00
900	 2.82	 -0.71	 0.52	 1	 1	 1	 hover	 1501	 1505	 1500	 1013	 0.00	 0.00	 0.00
1000	 2.92	 6.92	 1.57	 1	 1	 1	 hover	 1486	 1505	 1500	 1026	 0.00	 0.00	 0.00
1100	 17.91	 5.03	 0.62	 1	 1	 1	 hover	 1489	 1535	 1500	 1018	 0.00	 0.00	 0.00
1200	 11.02	 8.48	 0.37	 1	 1	 1	 hover	 1483	 1522	 1500	 1016	 0.00	 0.00	 0.00
1300	 17.53	 17.02	 1.75	 1	 1	 1	 hover	 1465	 1535	 1500	 1034	 0.00	 0.00	 0.00
1400	 20.50	 11.36	 0.35	 1	 1	 1	 hover	 1477	 1540	 1500	 1020	 0.00	 0.00	 0.00
1500	 21.40	 9.79	 1.69	 1	 1	 1	 hover	 1480	 1542	 1500	 1037	 0.00	 0.00	 0.00
1600	 24.61	 12.54	 1.01	 1	 1	 1	 hover	 1474	 1549	 1500	 1033	 0.00	 0.00	 0.00
1700	 22.11	 4.22	 2.08	 1	 1	 1	 hover	 1491	 1544	 1500	 1047	 0.00	 0.00	 0.00
1800	 19.23	 5.15	 2.35	 1	 1	 1	 hover	 1489	 1538	 1500	 1055	 0.00	 0.00	 0.00
1900	 27.81	 2.42	 2.48	 1	 1	 1	 hover	 1495	 1555	 1500	 1061	 0.00	 0.00	 0.00
2000	 15.19	 6.29	 2.52	 1	 1	 1	 hover	 1487	 1530	 1500	 1066	 0.00	 0.00	 0.00
2100	 12.83	 9.06	 2.47	 1	 1	 1	 hover	 1481	 1525	 1500	 1071	 0.00	 0.00	 0.00
2200	 18.83	 7.95	 1.47	 1	 1	 1	 hover	 1484	 1537	 1500	 1064	 0.00	 0.00	 0.00
2300	 15.26	 5.04	 2.48	 1	 1	 1	 hover	 1489	 1530	 1500	 1079	 0.00	 0.00	 0.00
2400	 17.59	 4.30	 2.67	 1	 1	 1	 hover	 1491	 1535	 1500	 1086	 0.00	 0.00	 0.00
2500	 22.52	 4.33	 2.63	 1	 1	 1	 hover	 1491	 1545	 1500	 1091	 0.00	 0.00	 0.00
