#Time(ms)	  xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 0	 0	 0	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 0.00	 0.00	 0.00	 0	 0	 0	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 0.00	 0.00	 0.00	 1	 1	 1	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 19.28	 -4.08	 0.73	 1	 1	 1	 0	 1508	 1538	 1500	 1008	 0.00	 0.00	 0.00
600	 10.74	 -5.87	 -0.33	 1	 1	 1	 0	 1511	 1521	 1500	 997	 0.00	 0.00	 0.00
700	 7.36	 -4.33	 0.46	 1	 1	 1	 0	 1508	 1514	 1500	 1006	 0.00	 0.00	 0.00
800	 28.78	 -5.71	 -0.27	 1	 1	 1	 0	 1511	 1557	 1500	 998	 0.00	 0.00	 0.00
900	 26.25	 -6.02	 -0.13	 1	 1	 1	 0	 1512	 1552	 1500	 999	 0.00	 0.00	 0.00
1000	 11.91	 -6.20	 -0.92	 1	 1	 1	 0	 1512	 1523	 1500	 989	 0.00	 0.00	 0.00
1100	 17.62	 -4.93	 0.07	 1	 1	 1	 0	 1509	 1535	 1500	 999	 0.00	 0.00	 0.00
1200	 22.45	 3.73	 0.34	 1	 1	 1	 0	 1492	 1544	 1500	 1003	 0.00	 0.00	 0.00
1300	 22.91	 3.13	 0.79	 1	 1	 1	 0	 1493	 1545	 1500	 1009	 0.00	 0.00	 0.00
1400	 23.72	 2.12	 0.93	 1	 1	 1	 0	 1495	 1547	 1500	 1012	 0.00	 0.00	 0.00
1500	 24.87	 0.91	 0.91	 1	 1	 1	 0	 1498	 1549	 1500	 1014	 0.00	 0.00	 0.00
1600	 29.80	 2.70	 0.41	 1	 1	 1	 0	 1494	 1559	 1500	 1010	 0.00	 0.00	 0.00
1700	 28.12	 1.02	 0.91	 1	 1	 1	 0	 1497	 1556	 1500	 1016	 0.00	 0.00	 0.00
1800	 2.96	 1.72	 0.58	 1	 1	 1	 0	 1496	 1505	 1500	 1014	 0.00	 0.00	 0.00
1900	 14.25	 0.80	 -0.22	 1	 1	 1	 0	 1498	 1528	 1500	 1006	 0.00	 0.00	 0.00
2000	 18.31	 2.98	 0.48	 1	 1	 1	 0	 1494	 1536	 1500	 1014	 0.00	 0.00	 0.00
2100	 29.66	 7.12	 0.87	 1	 1	 1	 0	 1485	 1559	 1500	 1019	 0.00	 0.00	 0.00
2200	 12.52	 9.07	 0.90	 1	 1	 1	 0	 1481	 1525	 1500	 1021	 0.00	 0.00	 0.00
2300	 7.06	 9.72	 0.85	 1	 1	 1	 0	 1480	 1514	 1500	 1023	 0.00	 0.00	 0.00
2400	 4.69	 10.02	 0.63	 1	 1	 1	 0	 1479	 1509	 1500	 1022	 0.00	 0.00	 0.00
2500	 6.73	 8.75	 -0.71	 1	 1	 1	 0	 1482	 1513	 1500	 1007	 0.00	 0.00	 0.00
2600	 30.22	 7.46	 -0.33	 1	 1	 1	 0	 1485	 1560	 1500	 1010	 0.00	 0.00	 0.00
