#Time(ms)	  xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 0	 0	 0	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 0.00	 0.00	 0.00	 0	 0	 0	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 0.00	 0.00	 0.00	 1	 1	 1	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 0.00	 0.00	 -0.63	 1	 1	 1	 0	 1499	 1500	 1500	 992	 0.00	 0.00	 0.00
600	 0.00	 -0.35	 0.86	 0	 1	 1	 0	 1500	 1500	 1500	 1009	 0.00	 0.00	 0.00
700	 0.00	 -0.05	 -0.81	 1	 1	 1	 0	 1500	 1500	 1500	 990	 0.00	 0.00	 0.00
800	 55.50	 2.02	 -0.39	 1	 1	 1	 0	 1495	 1610	 1500	 994	 0.00	 0.00	 0.00
900	 65.55	 -0.23	 0.01	 1	 1	 1	 0	 1500	 1631	 1500	 998	 0.00	 0.00	 0.00
1000	 51.74	 -0.33	 -0.28	 1	 1	 1	 0	 1500	 1603	 1500	 994	 0.00	 0.00	 0.00
1100	 60.77	 0.63	 -1.68	 1	 1	 1	 0	 1498	 1621	 1500	 977	 0.00	 0.00	 0.00
1200	 70.20	 -2.63	 -0.97	 1	 1	 1	 0	 1505	 1640	 1500	 982	 0.00	 0.00	 0.00
1300	 70.20	 -3.41	 -0.94	 1	 1	 1	 0	 1506	 1640	 1500	 980	 0.00	 0.00	 0.00
1400	 67.16	 -2.69	 -0.87	 1	 1	 1	 0	 1505	 1634	 1500	 979	 0.00	 0.00	 0.00
1500	 67.16	 -2.29	 -0.66	 1	 1	 1	 0	 1504	 1634	 1500	 980	 0.00	 0.00	 0.00
1600	 55.96	 -2.44	 -0.57	 1	 1	 1	 0	 1504	 1611	 1500	 980	 0.00	 0.00	 0.00
1700	 55.96	 -2.69	 -1.97	 1	 1	 1	 0	 1505	 1611	 1500	 962	 0.00	 0.00	 0.00
1800	 58.46	 -2.93	 -3.46	 1	 1	 1	 0	 1505	 1616	 1500	 940	 0.00	 0.00	 0.00
1900	 54.42	 -8.89	 -6.48	 1	 1	 1	 0	 1517	 1608	 1500	 897	 0.00	 0.00	 0.00
2000	 60.33	 -2.43	 -8.04	 1	 1	 1	 0	 1504	 1620	 1500	 865	 0.00	 0.00	 0.00
2100	 49.26	 -1.14	 -9.07	 1	 1	 1	 0	 1502	 1598	 1500	 837	 0.00	 0.00	 0.00
2200	 49.32	 -0.40	 -16.47	 1	 1	 1	 0	 1500	 1598	 1500	 730	 0.00	 0.00	 0.00
2300	 49.32	 0.35	 -23.23	 1	 1	 1	 0	 1499	 1598	 1500	 616	 0.00	 0.00	 0.00
2400	 53.19	 -0.03	 -30.54	 1	 1	 1	 0	 1500	 1606	 1500	 482	 0.00	 0.00	 0.00
2500	 53.19	 0.47	 -34.16	 1	 1	 1	 0	 1499	 1606	 1500	 377	 0.00	 0.00	 0.00
2600	 53.19	 0.85	 -37.32	 0	 1	 1	 0	 1498	 1500	 1500	 271	 0.00	 0.00	 0.00
