#Time(ms)	  xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 0.00	 0.00	 0.00	 0	 0	 1	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 0.00	 0.00	 -1.36	 1	 1	 1	 hover	 1500	 1500	 1500	 983	 0.00	 0.00	 0.00
600	 5.91	 9.53	 0.09	 1	 1	 1	 hover	 1480	 1511	 1500	 998	 0.00	 0.00	 0.00
700	 4.90	 12.95	 -1.20	 1	 1	 1	 hover	 1474	 1509	 1500	 983	 0.00	 0.00	 0.00
800	 4.88	 24.86	 -1.89	 1	 1	 1	 hover	 1450	 1509	 1500	 972	 0.00	 0.00	 0.00
900	 8.16	 25.00	 -1.02	 1	 1	 1	 hover	 1450	 1516	 1500	 979	 0.00	 0.00	 0.00
1000	 34.00	 14.22	 -1.23	 1	 1	 1	 hover	 1471	 1568	 1500	 974	 0.00	 0.00	 0.00
1100	 17.40	 18.89	 -1.91	 1	 1	 1	 hover	 1462	 1534	 1500	 963	 0.00	 0.00	 0.00
1200	 8.94	 16.23	 22.04	 1	 1	 1	 hover	 1467	 1517	 1500	 1247	 0.00	 0.00	 0.00
1300	 15.40	 19.25	 -29.91	 1	 1	 1	 hover	 1461	 1530	 1500	 747	 0.00	 0.00	 0.00
1400	 6.21	 14.72	 -27.69	 1	 1	 1	 hover	 1470	 1512	 1500	 714	 0.00	 0.00	 0.00
1500	 7.80	 10.61	 -33.54	 1	 1	 1	 hover	 1478	 1515	 1500	 588	 0.00	 0.00	 0.00
1600	 5.58	 16.62	 -37.37	 1	 1	 1	 hover	 1466	 1511	 1500	 475	 0.00	 0.00	 0.00
1700	 14.05	 22.23	 -46.52	 1	 1	 1	 hover	 1455	 1528	 1500	 291	 0.00	 0.00	 0.00
1800	 11.19	 26.02	 -58.66	 1	 1	 1	 hover	 1447	 1522	 1500	 52	 0.00	 0.00	 0.00
1900	 16.90	 26.35	 -62.27	 1	 1	 1	 hover	 1447	 1533	 1500	 -108	 0.00	 0.00	 0.00
2000	 15.71	 19.33	 -60.64	 1	 1	 1	 hover	 1461	 1531	 1500	 -213	 0.00	 0.00	 0.00
2100	 8.77	 11.43	 -65.67	 1	 1	 1	 hover	 1477	 1517	 1500	 -394	 0.00	 0.00	 0.00
2200	 14.32	 16.53	 -68.61	 1	 1	 1	 hover	 1466	 1528	 1500	 -561	 0.00	 0.00	 0.00
2300	 14.33	 16.22	 -69.29	 1	 1	 1	 hover	 1467	 1528	 1500	 -706	 0.00	 0.00	 0.00
2400	 10.18	 23.31	 -69.70	 1	 1	 1	 hover	 1453	 1520	 1500	 -850	 0.00	 0.00	 0.00
2500	 17.65	 23.16	 -74.19	 1	 1	 1	 hover	 1453	 1535	 1500	 -1043	 0.00	 0.00	 0.00
