#Time(ms)	  xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 0.00	 0.00	 0.00	 1	 1	 1	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 -4.75	 -1.68	 0.00	 1	 1	 1	 hover	 1503	 1490	 1500	 1000	 0.00	 0.00	 0.00
600	 -2.52	 -0.69	 -0.59	 1	 1	 1	 hover	 1501	 1494	 1500	 992	 0.00	 0.00	 0.00
700	 -2.55	 -2.53	 -0.44	 1	 1	 1	 hover	 1505	 1494	 1500	 993	 0.00	 0.00	 0.00
800	 -3.11	 -3.86	 -4.90	 1	 1	 1	 hover	 1507	 1493	 1500	 939	 0.00	 0.00	 0.00
900	 -4.90	 -8.90	 -5.70	 1	 1	 1	 hover	 1517	 1490	 1500	 919	 0.00	 0.00	 0.00
1000	 2.93	 -5.26	 -5.50	 1	 1	 1	 hover	 1510	 1505	 1500	 910	 0.00	 0.00	 0.00
1100	 -0.47	 -4.35	 -10.87	 1	 1	 1	 hover	 1508	 1499	 1500	 835	 0.00	 0.00	 0.00
1200	 -4.07	 -4.46	 5.37	 1	 1	 1	 hover	 1508	 1491	 1500	 1008	 0.00	 0.00	 0.00
1300	 -4.92	 -11.06	 1.51	 1	 1	 1	 hover	 1522	 1490	 1500	 972	 0.00	 0.00	 0.00
1400	 -6.45	 -5.67	 -0.62	 1	 1	 1	 hover	 1511	 1487	 1500	 950	 0.00	 0.00	 0.00
1500	 -0.56	 -4.32	 -1.21	 1	 1	 1	 hover	 1508	 1498	 1500	 942	 0.00	 0.00	 0.00
1600	 5.44	 -7.17	 -6.13	 1	 1	 1	 hover	 1514	 1510	 1500	 880	 0.00	 0.00	 0.00
1700	 -10.14	 -4.67	 -9.88	 1	 1	 1	 hover	 1509	 1479	 1500	 823	 0.00	 0.00	 0.00
1800	 -4.88	 -6.05	 -29.69	 1	 1	 1	 hover	 1512	 1490	 1500	 565	 0.00	 0.00	 0.00
1900	 -7.82	 -17.19	 -40.92	 1	 1	 1	 hover	 1534	 1484	 1500	 371	 0.00	 0.00	 0.00
2000	 -5.51	 -5.82	 -37.23	 1	 1	 1	 hover	 1511	 1488	 1500	 334	 0.00	 0.00	 0.00
2100	 -9.44	 1.48	 -36.81	 1	 1	 1	 hover	 1497	 1481	 1500	 264	 0.00	 0.00	 0.00
2200	 -10.00	 4.47	 -18.58	 1	 1	 1	 hover	 1491	 1480	 1500	 409	 0.00	 0.00	 0.00
2300	 -10.08	 -3.78	 -24.33	 1	 1	 1	 hover	 1507	 1479	 1500	 303	 0.00	 0.00	 0.00
2400	 -11.20	 -2.91	 -28.00	 1	 1	 1	 hover	 1505	 1477	 1500	 211	 0.00	 0.00	 0.00
2500	 -21.11	 4.43	 -27.77	 1	 1	 1	 hover	 1491	 1457	 1500	 157	 0.00	 0.00	 0.00
