#Time(ms)	  xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 1	 1	 1	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 0.00	 0.00	 0.00	 0	 0	 0	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 0.00	 0.00	 0.00	 1	 1	 1	 hover	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 -9.01	 -4.99	 1.00	 1	 1	 1	 hover	 1509	 1481	 1500	 1011	 0.00	 0.00	 0.00
600	 -3.54	 -1.56	 2.10	 1	 1	 1	 hover	 1503	 1492	 1500	 1027	 0.00	 0.00	 0.00
700	 -5.35	 -4.09	 2.49	 1	 1	 1	 hover	 1508	 1489	 1500	 1036	 0.00	 0.00	 0.00
800	 -6.91	 -2.34	 3.36	 1	 1	 1	 hover	 1504	 1486	 1500	 1051	 0.00	 0.00	 0.00
900	 -5.34	 0.46	 1.67	 1	 1	 1	 hover	 1499	 1489	 1500	 1037	 0.00	 0.00	 0.00
1000	 -2.81	 -1.61	 1.07	 1	 1	 1	 hover	 1503	 1494	 1500	 1034	 0.00	 0.00	 0.00
1100	 -5.57	 -8.38	 2.09	 1	 1	 1	 hover	 1516	 1488	 1500	 1048	 0.00	 0.00	 0.00
1200	 -4.55	 -7.06	 2.15	 1	 1	 1	 hover	 1514	 1490	 1500	 1053	 0.00	 0.00	 0.00
1300	 -2.55	 -5.58	 -1.22	 1	 1	 1	 hover	 1511	 1494	 1500	 1017	 0.00	 0.00	 0.00
1400	 0.49	 -10.36	 -1.16	 1	 1	 1	 hover	 1520	 1500	 1500	 1015	 0.00	 0.00	 0.00
1500	 -1.50	 -8.67	 2.17	 1	 1	 1	 hover	 1517	 1496	 1500	 1053	 0.00	 0.00	 0.00
1600	 -4.95	 -5.93	 0.66	 1	 1	 1	 hover	 1511	 1490	 1500	 1039	 0.00	 0.00	 0.00
1700	 -5.78	 -7.80	 1.67	 1	 1	 1	 hover	 1515	 1488	 1500	 1052	 0.00	 0.00	 0.00
1800	 -2.28	 -6.63	 1.91	 1	 1	 1	 hover	 1513	 1495	 1500	 1058	 0.00	 0.00	 0.00
1900	 -1.79	 -8.43	 2.03	 1	 1	 1	 hover	 1516	 1496	 1500	 1064	 0.00	 0.00	 0.00
2000	 -2.05	 -13.09	 1.42	 1	 1	 1	 hover	 1526	 1495	 1500	 1061	 0.00	 0.00	 0.00
2100	 -1.24	 -5.63	 2.02	 1	 1	 1	 hover	 1511	 1497	 1500	 1071	 0.00	 0.00	 0.00
2200	 5.66	 -10.15	 0.60	 1	 1	 1	 hover	 1520	 1511	 1500	 1058	 0.00	 0.00	 0.00
2300	 -3.25	 -11.70	 -0.48	 1	 1	 1	 hover	 1523	 1493	 1500	 1046	 0.00	 0.00	 0.00
2400	 -6.32	 -16.43	 -1.34	 1	 1	 1	 hover	 1532	 1487	 1500	 1035	 0.00	 0.00	 0.00
2500	 -6.95	 -12.39	 -1.29	 1	 1	 1	 hover	 1524	 1486	 1500	 1032	 0.00	 0.00	 0.00
2600	 -4.77	 -12.62	 -1.18	 1	 1	 1	 hover	 1525	 1490	 1500	 1031	 0.00	 0.00	 0.00
2700	 -4.69	 -14.75	 -0.96	 1	 1	 1	 hover	 1529	 1490	 1500	 1031	 0.00	 0.00	 0.00
2800	 -0.00	 -10.96	 -1.73	 1	 1	 1	 hover	 1521	 1499	 1500	 1020	 0.00	 0.00	 0.00
2900	 -4.90	 -11.10	 -1.60	 1	 1	 1	 hover	 1522	 1490	 1500	 1018	 0.00	 0.00	 0.00
3000	 1.57	 -11.51	 -3.42	 1	 1	 1	 hover	 1523	 1503	 1500	 993	 0.00	 0.00	 0.00
3100	 -14.00	 -12.06	 -5.55	 1	 1	 1	 hover	 1524	 1472	 1500	 961	 0.00	 0.00	 0.00
3200	 -17.98	 -12.55	 -6.62	 1	 1	 1	 hover	 1525	 1464	 1500	 937	 0.00	 0.00	 0.00
3300	 -13.51	 -16.97	 -8.16	 1	 1	 1	 hover	 1533	 1472	 1500	 905	 0.00	 0.00	 0.00
3400	 -18.64	 -14.16	 -10.55	 1	 1	 1	 hover	 1528	 1462	 1500	 860	 0.00	 0.00	 0.00
3500	 -13.25	 -10.09	 -12.24	 1	 1	 1	 hover	 1520	 1473	 1500	 819	 0.00	 0.00	 0.00
3600	 -16.21	 -17.55	 -15.05	 1	 1	 1	 hover	 1535	 1467	 1500	 761	 0.00	 0.00	 0.00
3700	 -9.12	 -16.67	 -20.21	 1	 1	 1	 hover	 1533	 1481	 1500	 669	 0.00	 0.00	 0.00
3800	 2.31	 -19.80	 -22.10	 1	 1	 1	 hover	 1539	 1504	 1500	 606	 0.00	 0.00	 0.00
3900	 5.24	 -22.10	 -26.47	 1	 1	 1	 hover	 1544	 1510	 1500	 509	 0.00	 0.00	 0.00
4000	 -5.93	 -21.48	 -26.69	 1	 1	 1	 hover	 1542	 1488	 1500	 453	 0.00	 0.00	 0.00
4100	 -7.75	 -19.62	 -3.00	 1	 1	 1	 hover	 1539	 1484	 1500	 684	 0.00	 0.00	 0.00
4200	 -9.36	 -20.53	 -20.82	 1	 1	 1	 hover	 1541	 1481	 1500	 464	 0.00	 0.00	 0.00
4300	 0.22	 -22.60	 -20.82	 1	 1	 0	 hover	 1545	 1500	 1500	 464	 0.00	 0.00	 0.00
4400	 13.78	 -22.89	 -20.82	 1	 1	 1	 hover	 1545	 1527	 1500	 423	 0.00	 0.00	 0.00
4500	 -12.94	 -28.39	 -28.44	 1	 1	 1	 hover	 1556	 1474	 1500	 290	 0.00	 0.00	 0.00
4600	 -22.39	 -29.00	 -27.00	 1	 1	 1	 hover	 1557	 1455	 1500	 250	 0.00	 0.00	 0.00
4700	 -6.00	 -29.30	 -28.82	 1	 1	 1	 hover	 1558	 1487	 1500	 174	 0.00	 0.00	 0.00
4800	 -17.27	 -23.85	 -28.98	 1	 1	 1	 hover	 1547	 1465	 1500	 115	 0.00	 0.00	 0.00
4900	 -23.49	 -33.26	 -29.55	 1	 1	 1	 hover	 1566	 1453	 1500	 50	 0.00	 0.00	 0.00
5000	 -18.27	 -30.70	 -28.21	 1	 1	 1	 hover	 1561	 1463	 1500	 7	 0.00	 0.00	 0.00
5100	 -16.05	 -30.47	 -30.74	 1	 1	 1	 hover	 1560	 1467	 1500	 -79	 0.00	 0.00	 0.00
5200	 -9.22	 -34.37	 -33.35	 1	 1	 1	 hover	 1568	 1481	 1500	 -172	 0.00	 0.00	 0.00
5300	 -11.26	 -43.02	 -38.28	 1	 1	 1	 hover	 1586	 1477	 1500	 -298	 0.00	 0.00	 0.00
5400	 -11.26	 -19.71	 -37.57	 1	 1	 1	 hover	 1539	 1477	 1500	 -366	 0.00	 0.00	 0.00
5500	 -11.26	 -17.03	 -35.52	 0	 1	 1	 hover	 1534	 1500	 1500	 -416	 0.00	 0.00	 0.00
5600	 -11.26	 -33.40	 -37.32	 1	 1	 1	 hover	 1566	 1477	 1500	 -509	 0.00	 0.00	 0.00
5700	 -12.27	 -26.02	 -38.88	 1	 1	 1	 hover	 1552	 1475	 1500	 -602	 0.00	 0.00	 0.00
5800	 -28.29	 -27.78	 -43.51	 1	 1	 1	 hover	 1555	 1443	 1500	 -735	 0.00	 0.00	 0.00
5900	 -29.40	 -27.05	 -43.69	 1	 1	 1	 hover	 1554	 1441	 1500	 -825	 0.00	 0.00	 0.00
6000	 -29.87	 -21.77	 -47.34	 1	 1	 1	 hover	 1543	 1440	 1500	 -956	 0.00	 0.00	 0.00
6100	 -26.28	 -27.52	 -50.04	 1	 1	 1	 hover	 1555	 1447	 1500	 -1083	 0.00	 0.00	 0.00
6200	 -26.49	 -31.93	 -52.48	 1	 1	 1	 hover	 1563	 1447	 1500	 -1212	 0.00	 0.00	 0.00
6300	 -31.42	 -30.61	 -52.90	 1	 1	 1	 hover	 1561	 1437	 1500	 -1322	 0.00	 0.00	 0.00
6400	 -30.77	 -18.73	 -55.11	 1	 1	 1	 hover	 1537	 1438	 1500	 -1454	 0.00	 0.00	 0.00
6500	 -36.06	 -24.81	 -54.78	 1	 1	 1	 hover	 1549	 1427	 1500	 -1561	 0.00	 0.00	 0.00
