#Time(ms)	  xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 0	 0	 0	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 0.00	 0.00	 0.00	 0	 0	 0	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 0.00	 0.00	 0.00	 1	 1	 1	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 12.68	 -0.49	 0.61	 1	 1	 1	 0	 1500	 1525	 1500	 1007	 0.00	 0.00	 0.00
600	 28.38	 -0.91	 0.87	 1	 1	 1	 0	 1501	 1556	 1500	 1011	 0.00	 0.00	 0.00
700	 28.38	 -1.59	 0.38	 1	 1	 1	 0	 1503	 1556	 1500	 1007	 0.00	 0.00	 0.00
800	 25.26	 -1.68	 -1.25	 1	 1	 1	 0	 1503	 1550	 1500	 988	 0.00	 0.00	 0.00
900	 23.19	 -1.91	 -1.60	 1	 1	 1	 0	 1503	 1546	 1500	 982	 0.00	 0.00	 0.00
1000	 16.65	 -1.72	 -3.15	 1	 1	 1	 0	 1503	 1533	 1500	 960	 0.00	 0.00	 0.00
1100	 16.65	 1.39	 -4.97	 1	 1	 1	 0	 1497	 1533	 1500	 932	 0.00	 0.00	 0.00
1200	 10.71	 -0.26	 -8.30	 1	 1	 1	 0	 1500	 1521	 1500	 882	 0.00	 0.00	 0.00
1300	 13.07	 -0.34	 -11.76	 1	 1	 1	 0	 1500	 1526	 1500	 823	 0.00	 0.00	 0.00
1400	 -6.04	 -0.02	 -16.73	 1	 1	 1	 0	 1500	 1487	 1500	 740	 0.00	 0.00	 0.00
1500	 17.22	 1.46	 -22.81	 1	 1	 1	 0	 1497	 1534	 1500	 634	 0.00	 0.00	 0.00
1600	 -6.92	 -5.86	 -29.03	 1	 1	 1	 0	 1511	 1486	 1500	 514	 0.00	 0.00	 0.00
1700	 17.22	 -3.98	 -34.23	 1	 1	 1	 0	 1507	 1534	 1500	 393	 0.00	 0.00	 0.00
1800	 17.22	 -3.00	 -36.63	 1	 1	 1	 0	 1505	 1534	 1500	 296	 0.00	 0.00	 0.00
1900	 17.22	 3.11	 -32.30	 1	 1	 1	 0	 1493	 1534	 1500	 275	 0.00	 0.00	 0.00
2000	 10.64	 4.93	 -37.87	 1	 1	 1	 0	 1490	 1521	 1500	 143	 0.00	 0.00	 0.00
2100	 8.40	 6.96	 -39.64	 1	 1	 1	 0	 1486	 1516	 1500	 46	 0.00	 0.00	 0.00
2200	 8.40	 7.96	 -41.07	 1	 1	 1	 0	 1484	 1516	 1500	 -49	 0.00	 0.00	 0.00
2300	 0.55	 9.15	 -37.72	 1	 1	 1	 0	 1481	 1501	 1500	 -91	 0.00	 0.00	 0.00
2400	 -10.36	 10.45	 -37.07	 1	 1	 1	 0	 1479	 1479	 1500	 -159	 0.00	 0.00	 0.00
2500	 -3.39	 11.90	 -37.08	 1	 1	 1	 0	 1476	 1493	 1500	 -233	 0.00	 0.00	 0.00
2600	 -3.39	 12.44	 -37.64	 1	 1	 1	 0	 1475	 1493	 1500	 -314	 0.00	 0.00	 0.00
