#Time(ms)	  xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 0	 0	 0	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 0.00	 0.00	 0.00	 0	 0	 0	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 0.00	 0.00	 0.00	 1	 1	 1	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 -0.08	 0.01	 -1.87	 1	 1	 1	 0	 1499	 1499	 1500	 977	 0.00	 0.00	 0.00
600	 -0.12	 -0.07	 -2.93	 1	 1	 1	 0	 1500	 1499	 1500	 961	 0.00	 0.00	 0.00
700	 0.62	 -0.22	 -3.00	 1	 1	 1	 0	 1500	 1501	 1500	 954	 0.00	 0.00	 0.00
800	 -0.10	 -0.07	 -3.21	 1	 1	 1	 0	 1500	 1499	 1500	 945	 0.00	 0.00	 0.00
900	 -0.58	 0.00	 -3.83	 1	 1	 1	 0	 1499	 1498	 1500	 932	 0.00	 0.00	 0.00
1000	 0.48	 -0.46	 -2.89	 1	 1	 1	 0	 1500	 1500	 1500	 935	 0.00	 0.00	 0.00
1100	 -0.17	 0.02	 -2.80	 1	 1	 1	 0	 1499	 1499	 1500	 930	 0.00	 0.00	 0.00
1200	 -0.47	 0.03	 -3.71	 1	 1	 1	 0	 1499	 1499	 1500	 914	 0.00	 0.00	 0.00
1300	 -0.15	 -0.14	 -3.06	 1	 1	 1	 0	 1500	 1499	 1500	 914	 0.00	 0.00	 0.00
1400	 -0.02	 0.11	 -2.55	 1	 1	 1	 0	 1499	 1499	 1500	 914	 0.00	 0.00	 0.00
1500	 -0.24	 -0.08	 -3.62	 1	 1	 1	 0	 1500	 1499	 1500	 896	 0.00	 0.00	 0.00
1600	 -0.31	 -4.67	 -3.58	 1	 1	 1	 0	 1509	 1499	 1500	 890	 0.00	 0.00	 0.00
1700	 -0.45	 -3.95	 -3.95	 1	 1	 1	 0	 1507	 1499	 1500	 878	 0.00	 0.00	 0.00
1800	 -0.17	 -4.10	 -4.04	 1	 1	 1	 0	 1508	 1499	 1500	 869	 0.00	 0.00	 0.00
1900	 -0.08	 -4.32	 -3.57	 1	 1	 1	 0	 1508	 1499	 1500	 867	 0.00	 0.00	 0.00
2000	 -0.13	 -11.79	 -3.54	 1	 1	 1	 0	 1523	 1499	 1500	 860	 0.00	 0.00	 0.00
2100	 -0.26	 -3.62	 -3.59	 1	 1	 1	 0	 1507	 1499	 1500	 852	 0.00	 0.00	 0.00
2200	 0.35	 -3.85	 -3.44	 1	 1	 1	 0	 1507	 1500	 1500	 847	 0.00	 0.00	 0.00
2300	 0.50	 -9.57	 -3.34	 1	 1	 1	 0	 1519	 1501	 1500	 841	 0.00	 0.00	 0.00
2400	 0.40	 -6.60	 -3.82	 1	 1	 1	 0	 1513	 1500	 1500	 829	 0.00	 0.00	 0.00
2500	 1.45	 -4.53	 -2.85	 1	 1	 1	 0	 1509	 1502	 1500	 833	 0.00	 0.00	 0.00
2600	 0.22	 -4.84	 -2.79	 1	 1	 1	 0	 1509	 1500	 1500	 828	 0.00	 0.00	 0.00
