#Time(ms)	  xPos 	 yPos 	 zPos 	 xVal 	 yVal 	 zVal 	 State 	 oRoll 	 oPitch 	 oYaw 	 oThrottle 	 spX 	 spY 	 spZ 
200	 0.00	 0.00	 0.00	 1	 1	 1	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
300	 0.00	 0.00	 0.00	 0	 0	 0	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
400	 0.00	 0.00	 0.00	 1	 1	 1	 0	 1500	 1500	 1500	 1000	 0.00	 0.00	 0.00
500	 -0.90	 -0.09	 0.33	 1	 1	 1	 0	 1500	 1498	 1500	 1003	 0.00	 0.00	 0.00
600	 -0.71	 -0.11	 0.24	 1	 1	 1	 0	 1500	 1498	 1500	 1003	 0.00	 0.00	 0.00
700	 -0.56	 -0.05	 0.32	 1	 1	 1	 0	 1500	 1498	 1500	 1004	 0.00	 0.00	 0.00
800	 -0.56	 -5.84	 -0.70	 1	 1	 1	 0	 1511	 1498	 1500	 993	 0.00	 0.00	 0.00
900	 -0.56	 -8.27	 -1.08	 0	 1	 1	 0	 1516	 1500	 1500	 987	 0.00	 0.00	 0.00
1000	 -0.56	 -8.51	 -0.13	 0	 1	 1	 0	 1517	 1500	 1500	 996	 0.00	 0.00	 0.00
1100	 -0.56	 -9.81	 0.35	 1	 1	 1	 0	 1519	 1498	 1500	 1002	 0.00	 0.00	 0.00
1200	 9.62	 -9.74	 0.78	 1	 1	 1	 0	 1519	 1519	 1500	 1008	 0.00	 0.00	 0.00
1300	 12.74	 -9.80	 1.36	 1	 1	 1	 0	 1519	 1525	 1500	 1016	 0.00	 0.00	 0.00
1400	 10.98	 -9.85	 -0.04	 1	 1	 1	 0	 1519	 1521	 1500	 1002	 0.00	 0.00	 0.00
1500	 10.98	 -9.61	 0.19	 1	 1	 1	 0	 1519	 1521	 1500	 1005	 0.00	 0.00	 0.00
1600	 11.02	 -10.51	 0.69	 1	 1	 1	 0	 1521	 1522	 1500	 1011	 0.00	 0.00	 0.00
1700	 12.78	 -10.32	 0.15	 1	 1	 1	 0	 1520	 1525	 1500	 1006	 0.00	 0.00	 0.00
1800	 14.69	 -10.27	 0.84	 1	 1	 1	 0	 1520	 1529	 1500	 1014	 0.00	 0.00	 0.00
